show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num
s1626,tv show,The Guest,unknown,"kim dong-wook, kim jae-uk, jung eun-chae, ahn nae-sang, lee won-jong, park ho-san",south korea,2020-12-01,2018,tv-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit that's driven by bloodthirst.",1.0
s1627,movie,The Happytime Murders,brian henson,"melissa mccarthy, elizabeth banks, maya rudolph, bill barretta, leslie david baker, joel mchale, dorien davies, cynthy wu, michael mcdonald, mitch silpa","united states, china, canada",2020-12-01,2018,r,91 min,"Action & Adventure, Comedies","In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show.",91.0
s1628,tv show,The Holiday Movies That Made Us,unknown,unknown,united states,2020-12-01,2020,tv-pg,1 Season,Docuseries,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.",1.0
s1629,tv show,The Repair Shop,unknown,unknown,united kingdom,2020-12-01,2018,tv-pg,1 Season,"British TV Shows, Reality TV",Expert artisans restore timeworn family heirlooms with touching sentimental value while also uncovering their uniquely rich histories.,1.0
s1630,movie,U-Turn,derick cabrido,"kim chiu, jm de guzman, tony labrusca, martin del rosario, kate alejandrino, miel espinoza, janella salvador, cris villanueva, almira muhlach, cris villonco, mercedes cabral, jerry o'hara, simon ibarra, alex medina, markus paterson",philippines,2020-12-01,2020,tv-ma,99 min,"Horror Movies, International Movies",A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.,99.0
s1631,movie,Finding Agnes,marla m. ancheta,"jelson bay, sue ramirez, sandy andolong, roxanne guinoo, cheska iñigo, hannah ledesma, yuan francisco, raffa esplana, varoon kessop",philippines,2020-11-30,2020,tv-pg,106 min,"Dramas, International Movies","On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",106.0
s1632,movie,Rust Creek,jen mcgowan,"hermione corfield, jay paulson, sean o'bryan, micah hauptman, micah hauptman, daniel r. hill, jeremy glazer, john marshall jones, laura guzman, jake kidwell",united states,2020-11-30,2018,r,108 min,Thrillers,A wrong turn in the woods becomes a fight for her life when a career-seeking college student runs into two outlaw brothers looking to cook up trouble.,108.0
s1633,movie,Spookley and the Christmas Kittens,bernie denk,"vlasta vrana, sonja ball, craig francis, richard c. jones, michael perron, terrence scammell, bruce dinsmore, jennifer seguin, daniel brochu",united states,2020-11-30,2019,tv-y,45 min,Children & Family Movies,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home.",45.0
s1634,movie,The 2nd,brian skiba,"ryan phillippe, casper van dien, jack griffo, lexi simonsen, richard burgi, william katt, samaire armstrong, william mcnamara, jacob grodnik",united states,2020-11-30,2020,tv-ma,93 min,Action & Adventure,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping.",93.0
s1635,tv show,The Uncanny Counter,unknown,"cho byeong-kyu, yu jun-sang, kim se-jeong, yeom hye-ran, ahn seok-hwan, moon sook, choi yoon-young, lee hong-nae",south korea,2020-11-29,2020,tv-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.",1.0
s1636,movie,A Go! Go! Cory Carson Christmas,"stanley moore, alex woo","alan c. lim, taron c. hensley, maisie benson, kerry gudjohnsen, paul killam, smith foreman, ann kendrick, ella joy ballesteros, neena-sinaii simpo, eli morse",united states,2020-11-27,2020,tv-y,22 min,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone.",22.0
s1637,movie,Dance Dreams: Hot Chocolate Nutcracker,oliver bokelberg,debbie allen,united states,2020-11-27,2020,tv-pg,81 min,"Children & Family Movies, Documentaries","This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker.""",81.0
s1638,movie,Don’t Listen,ángel gómez hernández,"rodolfo sancho, ana fernández, ramón barea, belén fabra, lucas blas",spain,2020-11-27,2020,tv-ma,98 min,"Horror Movies, International Movies","After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert.",98.0
s1639,tv show,Fabulous Lives of Bollywood Wives,unknown,unknown,india,2020-11-27,2020,tv-ma,1 Season,"International TV Shows, Reality TV","Cameras follow the banter and bonding between four fun-loving women from Bollywood’s inner circle as they juggle professions, family and friendship.",1.0
s1640,tv show,Heartbreak High,unknown,"callan mulvey, lara cox, emma roche, ada nicodemou, rel hunt, putu winchester, salvatore coco, barbara gouskos, ivar kants, stephen o'rourke, abi tucker, scott major, corey page, despina caldis, deni gordon, jon pollard, vince poletto, andrea moor, jeremy lindsay taylor, doris younane, tony martin, sebastian goldspink, katherine halliday, marcel bracks, nina liu, morna seres, nathalie roy, rebecca smart, fleur beaupert, alex dimitriades, tina bursill, peter sumner, mario gamma, tai nguyen, inge hornstra, rupert reid, john walton, nick lathouris, hugh baldwin, sarah lambert, jan adele, diane craig, ian bliss, alexandra brunning, kym wilson, isabella gutierrez, simon baker",australia,2020-11-27,1999,tv-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.,7.0
s1641,tv show,Over Christmas,unknown,"luke mockridge, seyneb saleh, cristina do rego, lucas reiber, johanna gastdorf, rudolf kowalski, carmen-maja antoni, eugen bauder, jonathan kwesi aikins, martina eitner-acheampong, eike weinreich, eskindir tesfay",germany,2020-11-27,2020,tv-ma,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Down-and-out musician Bastian battles the blues as he returns home for Christmas and encounters a series of not-so-cheery surprises.,1.0
s1642,tv show,Sugar Rush Christmas,unknown,"hunter march, candace nelson, adriano zumbo",united states,2020-11-27,2020,tv-14,2 Seasons,Reality TV,"It's everything you love about ""Sugar Rush"" – with a holly jolly holiday twist – in this Christmas-themed spin on competitive baking.",2.0
s1643,movie,The Beast,ludovico di martino,"fabrizio gifuni, lino musella, monica piseddu, andrea pennacchi, emanuele linfatti, nicolò galasso, giacomo colavito, giada gagliardi, gianmarco vettori, silvia gallerano, massimiliano setti",italy,2020-11-27,2020,tv-ma,100 min,"Action & Adventure, International Movies","To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.",100.0
s1644,movie,The Call,lee chung-hyun,"park shin-hye, jun jong-seo, kim sung-ryoung, el, park ho-san, oh jung-se, lee dong-hwi, um chae-young",south korea,2020-11-27,2020,tv-ma,112 min,"International Movies, Thrillers","Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",112.0
s1645,movie,Fantastica,barry gonzalez,"vice ganda, richard gutierrez, dingdong dantes, bela padilla",philippines,2020-11-26,2018,tv-pg,114 min,"Comedies, International Movies, LGBTQ Movies",The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.,114.0
s1646,movie,Larry the Cable Guy: Remain Seated,brian volk-weiss,larry the cable guy,united states,2020-11-26,2020,tv-14,68 min,Stand-Up Comedy,"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America.",68.0
s1647,movie,Mosul,matthew michael carnahan,"suhail dabbach, adam bessa, is'haq elias, qutaiba abdelhaq, ahmad el ghanem, hicham ouarqa, mohimen mahbuba, thaer al-shayei, abdellah bensaid, faycal attougui, mohamed attougui, tarik belmekki, hayat kamille, seema al khalidi, waleed algadi",united states,2020-11-26,2020,tv-ma,103 min,"Action & Adventure, Dramas, International Movies","After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul.",103.0
s1648,movie,Unexpectedly Yours,cathy garcia-molina,"sharon cuneta, robin padilla, julia barretto, joshua garcia, john estrada, pilar pilapil, marissa delgado, maritoni fernandez",philippines,2020-11-26,2017,tv-14,121 min,"Comedies, International Movies, Romantic Movies","A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more.",121.0
s1649,movie,Ghosts of War,eric bress,"brenton thwaites, theo rossi, skylar astin, kyle gallner, alan ritchson, billy zane, shaun toub",united kingdom,2020-11-25,2020,r,95 min,Horror Movies,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors.",95.0
s1650,tv show,Great Pretender,unknown,"chiaki kobayashi, junichi suwabe, natsumi fujiwara, mie sonozaki",japan,2020-11-25,2020,tv-ma,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows","Supposedly Japan's greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",2.0
s1651,movie,Shawn Mendes: Live in Concert,paul dugdale,shawn mendes,"united kingdom, united states",2020-11-25,2020,tv-pg,87 min,Music & Musicals,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",87.0
s1652,movie,The Christmas Chronicles: Part Two,chris columbus,"kurt russell, goldie hawn, darby camp, jahzir bruno, julian dennison, judah lewis, kimberly williams-paisley, tyrese gibson",canada,2020-11-25,2020,pg,115 min,"Children & Family Movies, Comedies","Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas.",115.0
s1653,movie,Andhaghaaram,v vignarajan,"vinoth kishan, arjun das, pooja ramachandran, kumar natarajan, misha ghoshal, arul vincent, chenthu mohan, pradeep kalipurayath",unknown,2020-11-24,2020,tv-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",171.0
s1654,movie,Andhakaaram,v vignarajan,"vinoth kishan, arjun das, pooja ramachandran, kumar natarajan, misha ghoshal, arul vincent, chenthu mohan, pradeep kalipurayath",india,2020-11-24,2020,tv-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",171.0
s1655,tv show,Before 30,bb sasore,"damilola adegbite, o.c. ukeje, beverly naya, meg otanwa, anee icha, patrick diabuah, tunbosun aiyedehin, patrick doyle",nigeria,2020-11-24,2015,tv-ma,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30.",1.0
s1656,movie,Dragons: Rescue Riders: Huttsgalor Holiday,"greg rankin, tj sullivan","noah kaye bentley, brennley brown, zach callison, nicolas cantu, skai jackson, marsai martin, andre robinson, carlos alazraqui, roshon fegan, grey griffin, brad grusnick, sam lavagnino, john c. mcginley, roger craig smith",united states,2020-11-24,2020,tv-y,46 min,"Children & Family Movies, Comedies",Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.,46.0
s1657,movie,Hillbilly Elegy,ron howard,"amy adams, glenn close, gabriel basso, haley bennett, freida pinto, bo hopkins, owen asztalos",united states,2020-11-24,2020,r,117 min,Dramas,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",117.0
s1658,movie,Notes for My Son,carlos sorín,"valeria bertuccelli, esteban lamothe, julián sorín, mauricio dayub, malena pichot, catarina spinetta, carla quevedo, anita pauls, mónica antonópulos, paola barrientos, ana katz, romina richi, diego gentile, beatriz spelzini, diego reinhold",argentina,2020-11-24,2020,tv-ma,84 min,"Dramas, International Movies","Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",84.0
s1659,tv show,Valentino,unknown,"adel imam, dalal abdelaziz, hamdy al-merghany, mohamed al-kilani, tarek el ebiary, huda el mufti, soleiman eid, badria tolba, reda idrees, enaam al-gritly, wafaa sadeq, rania mahmoud yassin",egypt,2020-11-24,2020,tv-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","As the owner of a group of international schools, a man gets caught in a series of scams as his wife, a principal, rules his life with an iron fist.",1.0
s1660,movie,Hard Kill,matt eskandari,"jesse metcalfe, bruce willis, natalie eva marie, lala kent, texas battle, swen temmel, sergio rizzuto, tyler jon olson, jon galanis",united states,2020-11-23,2020,r,98 min,Action & Adventure,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake.",98.0
s1661,movie,Shawn Mendes: In Wonder,grant singer,shawn mendes,united states,2020-11-23,2020,tv-ma,83 min,"Documentaries, Music & Musicals","Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future.",83.0
s1662,tv show,Strongest Deliveryman,unknown,"ko kyung-pyo, chae soo-bin, kim seon-ho, go won-hee",south korea,2020-11-23,2017,tv-ma,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals – and bump into love along the way.,1.0
s1663,movie,The Suit,mohammad adel,"tamer hosny, akram hosny, amina khalil, dalal abdelaziz, maged el-masri, yasser ali maher, salwa mohammed, mahmoud el-bezzawy, hassan hosny, taher abu lela, ahmed zaher",egypt,2020-11-23,2018,tv-14,97 min,"Action & Adventure, Comedies, International Movies","After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger.",97.0
s1664,movie,Dolly Parton’s Christmas on the Square,debbie allen,"dolly parton, christine baranski, treat williams, jenifer lewis, josh segarra, jeanine mason, mary lane haskell",united states,2020-11-22,2020,tv-pg,99 min,"Children & Family Movies, Music & Musicals","Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?",99.0
s1665,movie,Machete Kills,robert rodriguez,"danny trejo, sofía vergara, charlie sheen, michelle rodriguez, demián bichir, amber heard, mel gibson, william sadler, alexa penavega, antonio banderas, lady gaga, cuba gooding jr., jessica alba, walton goggins, vanessa hudgens","united states, russia",2020-11-22,2013,r,108 min,Action & Adventure,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.,108.0
s1666,movie,40 Sticks,victor gatonye,"robert agengo, mwaura bilal, andreo kamau, cajetan boy, arabron nyyeneque, shiviske shivisi, xavier ywaya",kenya,2020-11-20,2019,tv-14,93 min,"International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",93.0
s1667,movie,Alien Xmas,stephen chiodo,"keythe farley, dee bradley baker, kaliayh rhambo, michelle deco, barbara goodson",united states,2020-11-20,2020,tv-y,42 min,Children & Family Movies,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.",42.0
s1668,tv show,Flavorful Origins,unknown,yang chen,china,2020-11-20,2020,tv-g,3 Seasons,"Docuseries, International TV Shows","Delve into the delectable world of Chaoshan cuisine, explore its unique ingredients and hear the stories of the people behind its creation.",3.0
s1669,tv show,Heart & Soul,unknown,"anthony monjaro, phoenix ezendu, ademola amoo, chioma adibe, ijeoma richards, joy mmezi",unknown,2020-11-20,2019,tv-14,1 Season,"International TV Shows, TV Dramas","At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.",1.0
s1670,movie,If Anything Happens I Love You,"will mccormack, michael govier",unknown,united states,2020-11-20,2020,pg,13 min,Dramas,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,13.0
s1671,tv show,Mismatched,unknown,"prajakta koli, rohit saraf, vihaan samat, taaruk raina, vidya malavade, kritika bharadwaj, rannvijay singh, muskkaan jaferi, devyani shorey, suhasini mulay, abhinav sharma, ravin makhija",india,2020-11-20,2020,tv-ma,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program — but deeper feelings aren’t far behind.",1.0
s1672,movie,The App That Stole Christmas,monica floyd,"jackie long, diane marie howard, jaylin hall, miguel a. núñez jr., ray j, jayq the legend, j. anthony brown, kenny rhodes, amber cosich",united states,2020-11-20,2020,tv-pg,64 min,"Children & Family Movies, Comedies","A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.",64.0
s1673,tv show,Voices of Fire,unknown,pharrell williams,united states,2020-11-20,2020,tv-pg,1 Season,"Docuseries, Reality TV","In this faith-based docuseries, Bishop Ezekiel Williams builds an inspiring, nontraditional gospel choir with the help of superstar nephew Pharrell.",1.0
s1674,movie,Black Friday,anurag kashyap,"pavan malhotra, kay kay menon, aditya srivastava, dibyendu bhattacharya, kishore kadam, gajraj rao, zakir hussain, imtiaz ali, pratima kazmi, raj arjun",india,2020-11-19,2004,tv-ma,162 min,"Dramas, International Movies",This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.,162.0
s1675,movie,Bodyguard,siddique,"salman khan, kareena kapoor, raj babbar, asrani, vidya sinha, hazel keech, chetan hansraj, salim baig",india,2020-11-19,2011,tv-14,130 min,"Action & Adventure, Comedies, International Movies","Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him.",130.0
s1676,movie,Break Ke Baad,danish aslam,"imran khan, deepika padukone, shahana goswami, lillete dubey, sharmila tagore, navin nischol, parzan dastur, neelu kohli, ziyah vastani, yudhishtir urs, grady mcgahan",india,2020-11-19,2010,tv-14,108 min,"Comedies, International Movies, Music & Musicals",Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.,108.0
s1677,movie,Hawaizaada,vibhu virender puri,"ayushmann khurrana, mithun chakraborty, pallavi sharda, naman jain, jameel khan",india,2020-11-19,2015,tv-14,129 min,"Dramas, International Movies, Romantic Movies","In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane.",129.0
s1678,movie,My Amnesia Girl,cathy garcia-molina,"john lloyd cruz, toni gonzaga, carlos agassi, ketchup eusebio, joross gamboa, jm de guzman, beatriz saw, nico antonio",philippines,2020-11-19,2010,tv-14,105 min,"International Movies, Romantic Movies","Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten.",105.0
s1679,movie,Raman Raghav 2.0,anurag kashyap,"nawazuddin siddiqui, vicky kaushal, sobhita dhulipala, mukesh chhabra, anuschka sawhney, vipin sharma, deepali suryakant badekar, ashok lokhande, harssh singh, rajesh jais, hitesh dave",india,2020-11-19,2016,tv-ma,133 min,"International Movies, Thrillers",A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller.,133.0
s1680,movie,Singham,rohit shetty,"ajay devgn, kajal aggarwal, prakash raj, sonali kulkarni, sachin khedekar, sudhanshu pandey, anant jog",india,2020-11-19,2011,tv-14,142 min,"Action & Adventure, Dramas, International Movies",A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.,142.0
s1681,movie,TE3N,ribhu dasgupta,"amitabh bachchan, nawazuddin siddiqui, vidya balan, mukesh chhabra, sabyasachi chakraborty, prakash belawadi, tota roy chowdhury, padmavati rao, suneel sinha",india,2020-11-19,2016,tv-14,128 min,"Dramas, International Movies, Thrillers","Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead.",128.0
s1682,movie,The Princess Switch: Switched Again,mike rohl,"vanessa hudgens, nick sagar, sam palladio, mia lloyd, lachlan nieboer, ricky norwood, florence hall, suanne braun, mark fleischmann",united states,2020-11-19,2020,tv-g,97 min,"Children & Family Movies, Comedies, Dramas","When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?",97.0
s1683,movie,Three Words to Forever,cathy garcia-molina,"sharon cuneta, richard gomez, kathryn bernardo, liza lorena, freddie webb, tommy esguerra, joross gamboa, tobie dela cruz",philippines,2020-11-19,2018,tv-g,107 min,"Comedies, Dramas, International Movies","As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration.",107.0
s1684,movie,Well Done Abba,shyam benegal,"boman irani, minissha lamba, sammir dattani, ila arun, ravi kishan, sonali kulkarni, rajit kapoor, ravi jhankal, yashpal sharma, rajendra gupta",india,2020-11-19,2009,tv-14,135 min,"Comedies, International Movies","On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government.",135.0
s1685,tv show,Holiday Home Makeover with Mr. Christmas,unknown,benjamin bradley,united states,2020-11-18,2020,tv-g,1 Season,Reality TV,"Interior designer Benjamin “Mr. Christmas” Bradley works with a trusty team of ""elves” to help families transform their homes for the holidays.",1.0
s1686,movie,Ainu Mosir,takeshi fukunaga,"kanto shimokura, debo akibe, emi shimokura, toko miura, lily franky","united states, japan",2020-11-17,2020,tv-pg,84 min,"Dramas, International Movies",A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world.,84.0
s1687,movie,Kevin Hart: Zero F**ks Given,leslie small,kevin hart,united states,2020-11-17,2020,tv-ma,70 min,Stand-Up Comedy,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.",70.0
s1688,tv show,The Boss Baby: Back in Business,unknown,"jp karliak, pierce gagnon, kevin michael richardson, alex cazares, flula borg, jake green, eric bell jr., david lodge, hope levy, david collins, tony hale, nicole sullivan",united states,2020-11-17,2020,tv-y7,4 Seasons,"Kids' TV, TV Comedies",The Boss Baby brings his big brother Tim to the office to teach him the art of business in this animated series sprung from the hit film.,4.0
s1689,tv show,We Are the Champions,unknown,unknown,united states,2020-11-17,2020,tv-ma,1 Season,"Docuseries, Reality TV","Explore an array of unique competitions, from the quirky to the bizarre, and meet their passionate communities in this docuseries.",1.0
s1690,movie,Loving,jeff nichols,"joel edgerton, ruth negga, marton csokas, nick kroll, michael shannon, terri abney, alano miller, jon bass, bill camp, david jensen","united kingdom, united states",2020-11-16,2016,pg-13,124 min,"Dramas, Romantic Movies",A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving.,124.0
s1691,movie,Whose Streets?,"sabaah folayan, damon davis",unknown,united states,2020-11-16,2017,r,102 min,Documentaries,"Powered by activists and leaders, this documentary follows the rise of the Black Lives Matter movement following the 2014 killing of Michael Brown.",102.0
s1692,movie,A Very Country Christmas,justin g. dyck,"bea santos, greyston holt, greg vaughan, deana carter, allison hossack","united states, canada",2020-11-15,2017,tv-g,84 min,"Music & Musicals, Romantic Movies","When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart.",84.0
s1693,tv show,America's Next Top Model,unknown,tyra banks,united states,2020-11-15,2013,tv-14,2 Seasons,Reality TV,Supermodel Tyra Banks created and executive-produced this reality series that chronicles the transformation of young women into potential supermodels.,2.0
s1694,tv show,Beyblade Burst Rise,unknown,"erika harlacher, griffin puatu, kimlinh tran, taylor henry, janice roman roku, brian anderson",japan,2020-11-15,2019,tv-y,1 Season,"Anime Series, Kids' TV","After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace.",1.0
s1695,movie,Cloudy with a Chance of Meatballs 2,"cody cameron, kris pearn","bill hader, anna faris, james caan, will forte, andy samberg, benjamin bratt, neil patrick harris, terry crews, kristen schaal",united states,2020-11-15,2013,pg,95 min,"Children & Family Movies, Comedies","Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches.",95.0
s1696,movie,Hometown Holiday,justin g. dyck,"sarah troyer, bradley hamilton, kevin mcgarry, samantha gracie",canada,2020-11-15,2018,tv-g,84 min,Romantic Movies,"An ambitious entertainment lawyer tries to sign a singing sensation in his sister's small town, but a local soon captures his attention — and heart.",84.0
s1697,tv show,Polly Pocket,unknown,"emily tennant, shannon chan-kent, kazumi evans, patricia drake, rhona rees, ian hanlin, maryke hendrikse, vincent tong, david kaye, ellen kennedy","canada, united states, ireland",2020-11-15,2021,tv-y,2 Seasons,Kids' TV,"After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power.",2.0
s1698,tv show,Survivor,unknown,"jeff probst, jerri manthey, colby donaldson, rupert boneham, parvati shallow, rob mariano, amanda kimmel, james clement, amber brkich, alicia calaway, ethan zohn, tina wesson",united states,2020-11-15,2014,tv-14,2 Seasons,Reality TV,"In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor.",2.0
s1699,tv show,The Crown,unknown,"claire foy, john lithgow, matt smith, vanessa kirby, jared harris, victoria hamilton, eileen atkins, jeremy northam, alex jennings, ben miles, pip torrens, will keen, harry hadden-paton, daniel ings, greg wise, harriet walter, lia williams, matthew goode, anton lesser","united kingdom, united states",2020-11-15,2020,tv-ma,4 Seasons,"British TV Shows, International TV Shows, TV Dramas",This drama follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.,4.0
s1700,movie,White Christmas,michael curtiz,"bing crosby, danny kaye, rosemary clooney, vera-ellen, dean jagger, mary wickes, john brascia, anne whitfield, george chakiris",united states,2020-11-15,1954,tv-g,120 min,"Children & Family Movies, Classic Movies, Comedies","Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place.",120.0
s1701,movie,Killer Cove,damián romay,"haley webb, donny boaz, cathy baron, jason alan smith, dennis staroselsky, owen miller, shawn fitzgibbon",united states,2020-11-14,2019,tv-14,87 min,Thrillers,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems.",87.0
s1702,tv show,American Horror Story,unknown,"evan peters, sarah paulson, jessica lange, denis o'hare, kathy bates, angela bassett, lily rabe, frances conroy, cheyenne jackson, emma roberts, taissa farmiga, wes bentley, finn wittrock, chloë sevigny, zachary quinto, jamie brewer, naomi grossman, dylan mcdermott, gabourey sidibe, lady gaga, mare winningham, joseph fiennes, michael chiklis, matt bomer, lizzie brocheré, erika ervin, mat fraser, rose siggins, connie britton, james cromwell, adina porter, jyoti amge, billie lourde, alison pill, billy eichner, leslie grossman, colton haynes, cuba gooding jr., andré holland, danny huston",united states,2020-11-13,2019,tv-ma,9 Seasons,"TV Horror, TV Mysteries, TV Thrillers","This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil.",9.0
s1703,movie,Fukrey Boyzzz: Space Mein Fukrapanti,avinash walzade,"viraaj modgill, jasleen singh, pooja punjabi, amit deondi, ketan kava, zeel thakkar, manish bhavan, viswanathan sridhar",india,2020-11-13,2020,tv-y7,75 min,"Children & Family Movies, Comedies","After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth.",75.0
s1704,movie,Jingle Jangle: A Christmas Journey,david e. talbert,"forest whitaker, keegan-michael key, hugh bonneville, anika noni rose, madalen mills, phylicia rashad, ricky martin, justin cornwell, sharon rose, lisa davina phillip, kieron dyer",united states,2020-11-13,2020,pg,124 min,"Children & Family Movies, Music & Musicals","Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life.",124.0
s1705,movie,The Beginning of Life 2: Outside,renata terra,unknown,brazil,2020-11-13,2020,tv-pg,92 min,"Documentaries, International Movies","As urbanization expands throughout society, this documentary discusses the value of finding ways for children to forge real connections with nature.",92.0
